Type|Date|Source|Description|Reference|Currency|Debit (Source)|Credit (Source)|Debit (AUD)|Credit (AUD)|Running Balance (AUD)
Sales - Brisbane Private|27 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera-k SC Variable Screw 4.0 x 14 - IY056 - 354092 (1061-140-014)|BRP897870|AUD|0.00|744.00|0.00|744.00|744.00
Sales - Brisbane Private|27 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera-k SC  Cage 17.5 X 15 X 7 - 7 Deg - IY055 - 354092 (1061-217-507)|BRP897870|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Brisbane Private|27 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera-k SC  Cage 17.5 X 15 X 8 - 12 Deg - IY055 - 354092 (1061-317-508)|BRP897870|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Brisbane Private|27 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera-k SC  Cage 17.5 X 15 X 8 - 12 Deg - IY055 - 354092 (1061-317-508)|BRP897870|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|BURNETT (June Comms)|AUD|0.00|3,380.40|0.00|3,380.40|3,380.40
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|CAMERON (July Comms)|AUD|0.00|840.83|0.00|840.83|840.83
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|CAMERON (July Comms)|AUD|0.00|2,817.00|0.00|2,817.00|2,817.00
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|CARONNA (June Comms)|AUD|0.00|1,126.80|0.00|1,126.80|1,126.80
Sales - Allograft|14 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|CARROLL (June Comms)|AUD|0.00|563.40|0.00|563.40|563.40
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|CARVALHO (July Comms)|AUD|0.00|2,253.60|0.00|2,253.60|2,253.60
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 20cc (1-4mm) - TBV62 (DTBVCBM20014)|CASTLE (June Comms)|AUD|0.00|103.95|0.00|103.95|103.95
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 5cc - TBV54 (DTBVDBM5)|CASTLE (June Comms)|AUD|0.00|523.80|0.00|523.80|523.80
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|CASTLE (June Comms)|AUD|0.00|1,690.20|0.00|1,690.20|1,690.20
Sales - Calvary Adelaide Hospital|29 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Nitinol Wire 600mm (Blunt) - N/A (MO-MOP-0372-13600)|CAT0002537, CAT0004567|AUD|0.00|480.00|0.00|480.00|480.00
Sales - Calvary Adelaide Hospital|29 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Shinto PLIF 15 Deg Cage, 21x9mm - IY037 - 236042 (ES-03-152109)|CAT0002537, CAT0004567|AUD|0.00|6,626.00|0.00|6,626.00|6,626.00
Sales - Calvary Adelaide Hospital|29 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|CAT0002537, CAT0004567|AUD|0.00|3,078.00|0.00|3,078.00|3,078.00
Sales - Calvary Adelaide Hospital|29 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Katana Polyaxial Screw, 7.5x45mm - IY004 - 236041 (ES-04-1745)|CAT0002537, CAT0004567|AUD|0.00|4,496.00|0.00|4,496.00|4,496.00
Sales - Calvary Adelaide Hospital|29 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Katana Pre-lordorsed MIS Rod, 45mm - IY024 - 236041 (ES-04-5045)|CAT0002537, CAT0004567|AUD|0.00|710.00|0.00|710.00|710.00
Sales - Calvary Adelaide Hospital|29 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Katana Set Screw - IY010 - 236041 (ES-04-7000)|CAT0002537, CAT0004567|AUD|0.00|576.00|0.00|576.00|576.00
Sales - Calvary Adelaide Hospital|06 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|CAT0004093|AUD|0.00|2,052.00|0.00|2,052.00|2,052.00
Sales - Calvary Adelaide Hospital|06 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Katana Polyaxial Screw, 7.5x50mm - IY004 - 236041 (ES-04-1750)|CAT0004093|AUD|0.00|4,340.00|0.00|4,340.00|4,340.00
Sales - Calvary Adelaide Hospital|06 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Katana Set Screw - IY010 - 236041 (ES-04-7000)|CAT0004093|AUD|0.00|572.00|0.00|572.00|572.00
Sales - Calvary Adelaide Hospital|06 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Katana Pre-lordorsed Rod, 50mm (non-tip) - IY024 - 236041 (ES-04-3050)|CAT0004093|AUD|0.00|680.00|0.00|680.00|680.00
Sales - Allograft|06 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - ENHANCE Demineralized Cortical Fibers Large 5cc Freeze-Dried - CAA22 - 299298 (AU422205)|CAT0004093|AUD|0.00|5,690.00|0.00|5,690.00|5,690.00
Sales - Calvary Adelaide Hospital|15 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Standalone Locking Cervical Cage Size 6 Standard - IY029 - 322672 (HRC6Sd)|CAT0004552|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Allograft|15 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - ENHANCE Demineralized Cortical Fibers Large 5cc Freeze-Dried - CAA22 - 299298 (AU422205)|CAT0004552|AUD|0.00|2,845.00|0.00|2,845.00|2,845.00
Sales - Allograft|15 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - ENHANCE Demineralized Cortical Fibers Large 5cc Freeze-Dried - CAA22 - 299298 (AU422205)|CAT0004566|AUD|0.00|5,690.00|0.00|5,690.00|5,690.00
Sales - Allograft|21 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - ENHANCE Demineralized Cortical Fibers Large 5cc Freeze-Dried - CAA22 - 299298 (AU422205)|CAT0004761|AUD|0.00|8,535.00|0.00|8,535.00|8,535.00
Sales - Calvary Adelaide Hospital|21 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - PCBA Polyaxial Screw, 4.0x14mm - IY005 - 329318 (X31-06-4014)|CAT0004765|AUD|0.00|4,200.00|0.00|4,200.00|4,200.00
Sales - Calvary Adelaide Hospital|21 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - PCBA Set Screw - IY011 - 329318 (X31-06-0100)|CAT0004765|AUD|0.00|1,008.00|0.00|1,008.00|1,008.00
Sales - Calvary Adelaide Hospital|21 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - PCBA Polyaxial Screw, 4.5x16mm - IY005 - 329318 (X31-06-4516)|CAT0004765|AUD|0.00|1,050.00|0.00|1,050.00|1,050.00
Sales - Calvary Adelaide Hospital|21 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - PCBA Polyaxial Screw, 4.0x10mm - IY005 - 329318 (X31-06-4010)|CAT0004765|AUD|0.00|1,050.00|0.00|1,050.00|1,050.00
Sales - Calvary Adelaide Hospital|21 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - PCBA Polyaxial Screw, 4.5x18mm - IY005 - 329318 (X31-06-4518)|CAT0004765|AUD|0.00|1,050.00|0.00|1,050.00|1,050.00
Sales - Calvary Adelaide Hospital|21 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|CAT0004765|AUD|0.00|2,052.00|0.00|2,052.00|2,052.00
Sales - Calvary Adelaide Hospital|21 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Katana Polyaxial Screw, 5.5x30mm - IY004 - 236041 (ES-04-1530)|CAT0004765|AUD|0.00|5,620.00|0.00|5,620.00|5,620.00
Sales - Calvary Adelaide Hospital|21 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Katana Set Screw - IY010 - 236041 (ES-04-7000)|CAT0004765|AUD|0.00|720.00|0.00|720.00|720.00
Sales - Calvary Adelaide Hospital|21 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Nitinol Wire 500mm (Blunt) - N/A (MO-MOP-0372-13500)|CAT0004765|AUD|0.00|240.00|0.00|240.00|240.00
Sales - Calvary Adelaide Hospital|21 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Katana Cross Connector, 28-36mm - IY018 - 236041 (ES-04-6105)|CAT0004765|AUD|0.00|1,137.00|0.00|1,137.00|1,137.00
Sales - Calvary Adelaide Hospital|21 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - PCBA Transitional Rod, 500mm - IY025 - 329318 (X31-06-5508)|CAT0004765|AUD|0.00|1,065.00|0.00|1,065.00|1,065.00
Sales - Calvary Adelaide Hospital|23 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - Standalone Locking Cervical Cage Size 7, Large - IY029 - 322672 (HRC7Ld)|CAT0004836|AUD|0.00|4,161.00|0.00|4,161.00|4,161.00
Sales - Allograft|23 Aug 2024|Receivable Invoice|Calvary Adelaide Hospital - ENHANCE Demineralized Cortical Fibers Medium 2.5cc Freeze-Dried - CAA17 - 299298 (AU422204)|CAT0004836|AUD|0.00|2,446.00|0.00|2,446.00|2,446.00
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|CHALGHIN (June Comms)|AUD|0.00|2,817.00|0.00|2,817.00|2,817.00
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 5cc - TBV54 (DTBVDBM5)|COWPER (July Comms)|AUD|0.00|523.80|0.00|523.80|523.80
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|COWPER (July Comms)|AUD|0.00|563.40|0.00|563.40|563.40
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|CRIMSTON (June Comms)|AUD|0.00|563.40|0.00|563.40|563.40
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|CUMMINS (July Comms)|AUD|0.00|1,126.80|0.00|1,126.80|1,126.80
Sales - Nepean Private Hospital|30 Aug 2024|Receivable Credit Note|Nepean Private Hospital - Double invoiced from back 2023 as per attached email|Double invoiced 2023|AUD|1,026.00|0.00|1,026.00|0.00|(1,026.00)
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|ENGLEFIELD (June Comms)|AUD|0.00|1,690.20|0.00|1,690.20|1,690.20
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|HANNAN (July Comms)|AUD|0.00|840.83|0.00|840.83|840.83
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|HANNAN (July Comms)|AUD|0.00|2,817.00|0.00|2,817.00|2,817.00
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|HOLCOMBE (July Comms)|AUD|0.00|4,507.20|0.00|4,507.20|4,507.20
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 5cc - TBV54 (DTBVDBM5)|HOLCOMBE (June Comms)|AUD|0.00|523.80|0.00|523.80|523.80
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|HOLCOMBE (June Comms)|AUD|0.00|563.40|0.00|563.40|563.40
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|HOLMES (June Comms)|AUD|0.00|563.40|0.00|563.40|563.40
Sales - John Fawkner Moreland Private Hospital|06 Aug 2024|Receivable Invoice|John Fawkner Private - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|JFA832644|AUD|0.00|3,078.00|0.00|3,078.00|3,078.00
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 5cc - TBV54 (DTBVDBM5)|JOANNIDIS (June Comms)|AUD|0.00|1,047.60|0.00|1,047.60|1,047.60
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|JOANNIDIS (June Comms)|AUD|0.00|2,253.60|0.00|2,253.60|2,253.60
Commissions received|08 Aug 2024|Receivable Invoice|Centinel Spine Australia Pty Ltd - Retaining Pin - 3.5 x 12mm (03.820.12)|July Comms 2024|AUD|0.00|220.00|0.00|220.00|220.00
Commissions received|08 Aug 2024|Receivable Invoice|Centinel Spine Australia Pty Ltd - ProDisc C Vivo - L 17x14mm, H 5mm - JP011 - 196068 (04.670.945S)|July Comms 2024|AUD|0.00|3,311.55|0.00|3,311.55|3,311.55
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|KELLY (June Comms)|AUD|0.00|1,126.80|0.00|1,126.80|1,126.80
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|KENNETT (June Comms)|AUD|0.00|840.83|0.00|840.83|840.83
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|KENNETT (June Comms)|AUD|0.00|2,253.60|0.00|2,253.60|2,253.60
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|KERSLAKE (July Comms)|AUD|0.00|2,253.60|0.00|2,253.60|2,253.60
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|KMET (July Comms)|AUD|0.00|563.40|0.00|563.40|563.40
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 5cc - TBV54 (DTBVDBM5)|KOUTSOS (June Comms)|AUD|0.00|1,047.60|0.00|1,047.60|1,047.60
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|KOUTSOS (June Comms)|AUD|0.00|563.40|0.00|563.40|563.40
Sales - Allograft|20 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|LEWIS (July Comms)|AUD|0.00|1,126.80|0.00|1,126.80|1,126.80
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|LIACKMAN (July Comms)|AUD|0.00|1,690.20|0.00|1,690.20|1,690.20
Sales - Chris O Brien Lifehouse|21 Aug 2024|Receivable Invoice|Chris O'Brien Lifehouse - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|LIF0110877|AUD|0.00|1,026.00|0.00|1,026.00|1,026.00
Sales - Chris O Brien Lifehouse|21 Aug 2024|Receivable Invoice|Chris O'Brien Lifehouse - Disposable Caspar Pin, 14mm - N/A - 236041 (132-20-0002)|LIF0110877|AUD|0.00|370.00|0.00|370.00|370.00
Sales - Chris O Brien Lifehouse|21 Aug 2024|Receivable Invoice|Chris O'Brien Lifehouse - Tesera SC Screw, Self-Drilling - 3.5 x 14 mm - IY056 - 354092 (1050-135-014)|LIF0110877|AUD|0.00|558.00|0.00|558.00|558.00
Sales - Chris O Brien Lifehouse|21 Aug 2024|Receivable Invoice|Chris O'Brien Lifehouse - Tesera SC Cage - Large, 7 Deg, 17.5 x 15 x 7 mm - IY055 - 354092 (1050-217-507)|LIF0110877|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Chris O Brien Lifehouse|21 Aug 2024|Receivable Invoice|Chris O'Brien Lifehouse - Tesera SC Locking Plate - IY057 - 354092 (1050-003-004)|LIF0110877|AUD|0.00|391.00|0.00|391.00|391.00
Sales - Lingard Private Hospital|09 Aug 2024|Receivable Invoice|Lingard Private Hospital - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|LNG-675583|AUD|0.00|1,026.00|0.00|1,026.00|1,026.00
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|MARLOW (June Comms)|AUD|0.00|2,253.60|0.00|2,253.60|2,253.60
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|MATALON (June Comms)|AUD|0.00|1,126.80|0.00|1,126.80|1,126.80
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|MCMAHON (June Comms)|AUD|0.00|840.83|0.00|840.83|840.83
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|MCMAHON (June Comms)|AUD|0.00|1,126.80|0.00|1,126.80|1,126.80
Sales - Melbourne Private Hospital|21 Aug 2024|Receivable Invoice|Melbourne Private Hospital - ENHANCE Demineralized Cortical Fibers XLarge 10cc Freeze-Dried - CAA23 - 299298 (AU422206)|MLP873519 /1|AUD|0.00|3,155.00|0.00|3,155.00|3,155.00
Sales - Allograft|06 Aug 2024|Receivable Invoice|Melbourne Private Hospital - ENHANCE Demineralized Cortical Fibers Large 5cc Freeze-Dried - CAA22 - 299298 (AU422205)|MLP875942|AUD|0.00|2,845.00|0.00|2,845.00|2,845.00
Sales - Allograft|23 Aug 2024|Receivable Invoice|Melbourne Private Hospital - ENHANCE Demineralized Cortical Fibers Large 5cc Freeze-Dried - CAA22 - 299298 (AU422205)|MLP876563|AUD|0.00|2,845.00|0.00|2,845.00|2,845.00
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|MONGKOLNUM (July Comms)|AUD|0.00|840.83|0.00|840.83|840.83
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|MONGKOLNUM (July Comms)|AUD|0.00|1,690.20|0.00|1,690.20|1,690.20
Sales - Mount Hospital|13 Aug 2024|Receivable Invoice|Healthscope - uNion Temporary Fixation Screw - PC035 - 377912 (UM 180-00-25)|MOU907274|AUD|0.00|186.00|0.00|186.00|186.00
Sales - Mount Hospital|13 Aug 2024|Receivable Invoice|Healthscope - Artus Standard plate -  3 level, 54 mm - PC033 - 377912 (CS 9102-03-54)|MOU907274|AUD|0.00|1,179.00|0.00|1,179.00|1,179.00
Sales - Mount Hospital|13 Aug 2024|Receivable Invoice|Healthscope - Artus Screw, Self-Drilling/Tapping, Variable - 4mm Diameter, 14 mm - PC035 - 377912 (CS 9154-40-14)|MOU907274|AUD|0.00|1,116.00|0.00|1,116.00|1,116.00
Sales - Mount Hospital|13 Aug 2024|Receivable Invoice|Healthscope - uNion Self-Drilling/Self-Tapping Variable Screw - 4.0mm Diameter x 16mm - PC035 - 377912 (UM 154-40-16)|MOU907274|AUD|0.00|372.00|0.00|372.00|372.00
Sales - Mount Hospital|13 Aug 2024|Receivable Invoice|Healthscope - Artus Midline plate - 2 level, 34 mm - PC033 - 377912 (CS 9101-02-34)|MOU907282|AUD|0.00|1,179.00|0.00|1,179.00|1,179.00
Sales - Mount Hospital|13 Aug 2024|Receivable Invoice|Healthscope - Artus Screw, Self-Drilling/Tapping, Variable - 4mm Diameter, 14 mm - PC035 - 377912 (CS 9154-40-14)|MOU907282|AUD|0.00|1,116.00|0.00|1,116.00|1,116.00
Sales - Mount Hospital|13 Aug 2024|Receivable Invoice|Healthscope - Artus Midline plate - 2 level, 34 mm - PC033 - 377912 (CS 9101-02-34)|MOU907718|AUD|0.00|1,179.00|0.00|1,179.00|1,179.00
Sales - Mount Hospital|13 Aug 2024|Receivable Invoice|Healthscope - Temporary fixation screw - N/A - 377912 (CS 9175)|MOU907718|AUD|0.00|186.00|0.00|186.00|186.00
Sales - Mount Hospital|13 Aug 2024|Receivable Invoice|Healthscope - Artus Screw, Self-Drilling/Tapping, Variable - 4mm Diameter, 14 mm - PC035 - 377912 (CS 9154-40-14)|MOU907718|AUD|0.00|1,116.00|0.00|1,116.00|1,116.00
Sales - Maitland Private Hospital|19 Aug 2024|Receivable Invoice|Maitland Private Hospital - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|MTL-658569|AUD|0.00|1,026.00|0.00|1,026.00|1,026.00
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 5cc - TBV54 (DTBVDBM5)|MUSUMECI (June Comms)|AUD|0.00|1,047.60|0.00|1,047.60|1,047.60
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|MUSUMECI (June Comms)|AUD|0.00|840.83|0.00|840.83|840.83
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|MUSUMECI (June Comms)|AUD|0.00|1,690.20|0.00|1,690.20|1,690.20
Sales - Royal Darwin Hospital|23 Aug 2024|Receivable Invoice|Royal Darwin Hospital - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|NTG2470015426|AUD|0.00|1,026.00|0.00|1,026.00|1,026.00
Sales - Royal Darwin Hospital|23 Aug 2024|Receivable Invoice|Royal Darwin Hospital - Standalone Locking Cervical Cage Size 6 Standard - IY029 - 322672 (HRC6Sd)|NTG2470015426|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Royal Darwin Hospital|23 Aug 2024|Receivable Invoice|Royal Darwin Hospital - Standalone Locking Cervical Cage Size 5 Standard - IY029 - 322672 (HRC5Sd)|NTG2470015426|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Irrigation Tube Set Spike - L 3m with Y-piece (10 PACK) - N/A (4171223)|NWE883251|AUD|0.00|117.00|0.00|117.00|117.00
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Tip Control RF Instrument Bipo - D 2.5mm, WL 280mm - Plug to Radioblator RF 4MHz - Single Use - N/A (4993691)|NWE883251|AUD|0.00|766.38|0.00|766.38|766.38
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Disposable Caspar Pin, 14mm - N/A - 236041 (132-20-0002)|NWE883860|AUD|0.00|370.00|0.00|370.00|370.00
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|NWE883860|AUD|0.00|1,026.00|0.00|1,026.00|1,026.00
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Locking Plate - IY057 - 354092 (1050-003-004)|NWE883860|AUD|0.00|391.00|0.00|391.00|391.00
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Cage - Medium, 7 Deg, 16 x 13.5 x 7 mm - IY055 - 354092 (1050-216-307)|NWE883860|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Norwest Private Hospital|27 Aug 2024|Receivable Invoice|Norwest Private - Tesera SC Screw, Self-Drilling - 3.5 x 14 mm - IY056 - 354092 (1050-135-014)|NWE883860|AUD|0.00|372.00|0.00|372.00|372.00
Sales - Norwest Private Hospital|02 Aug 2024|Receivable Invoice|Norwest Private - Tesera SA Variable Angle Hex Screw - 4.5 x 20 mm - IY056 - 354092 (1028-453-220)|NWE887219|AUD|0.00|372.00|0.00|372.00|372.00
Sales - Norwest Private Hospital|02 Aug 2024|Receivable Invoice|Norwest Private - Tesera SA Variable Angle Hex Screw - 4.5 x 20 mm - IY056 - 354092 (1028-453-220)|NWE887219|AUD|0.00|1,116.00|0.00|1,116.00|1,116.00
Sales - Norwest Private Hospital|02 Aug 2024|Receivable Invoice|Norwest Private - Tesera SA Locking Plate - IY057 - 354092 (1028-003-001)|NWE887219|AUD|0.00|1,173.00|0.00|1,173.00|1,173.00
Sales - Norwest Private Hospital|02 Aug 2024|Receivable Invoice|Norwest Private - Tesera-k SA Cage - 31mm X 26mm x 13mm, 12 Deg Lordosis  - IY054 - 354092 (1067-131-613)|NWE887219|AUD|0.00|5,948.00|0.00|5,948.00|5,948.00
Sales - Norwest Private Hospital|02 Aug 2024|Receivable Invoice|Norwest Private - Tesera-k SA Cage - 34mm X 28mm x 15mm, 17 Deg Lordosis  - IY054 - 354092 (1067-234-815)|NWE887219|AUD|0.00|5,948.00|0.00|5,948.00|5,948.00
